Название,Тип Постройки,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Страница объекта в интернете,Контактный Телефон,Адрес,Долгота,Широта,Круглосуточно
Сквер им. Ольги Берггольц,Сады и парки,None,None,None,None,None,None,None,None,+7 (812) 876-82-76,"СПб, наб. Черной речки, д. 20",59.989306000000006,30.291955,1
Павловский парк,Сады и парки,06.00-23.00,06.00-23.00,06.00-23.00,06.00-23.00,06.00-23.00,06.00-23.00,06.00-23.00,None,+7 (812) 452-15-36,"СПб, г. Павловск, ул. Садовая, д. 20",59.68514,30.454101,0
Парк 300-летия Петергофа,Сады и парки,None,None,None,None,None,None,None,None,None,"СПб, г. Петергоф, ул. Калининская / ул. Лихардовская",59.879629,29.918894,1
Пейзажный парк,Сады и парки,07.00-22.00,07.00-22.00,07.00-22.00,07.00-22.00,07.00-22.00,07.00-22.00,07.00-22.00,None,+7 (812) 415-76-67,"СПб, г. Пушкин, Александровский парк (ГМЗ Царское село)",59.72098,30.377834000000004,0
Большой Петровский парк,Сады и парки,None,None,None,None,None,None,None,None,None,"СПб, остров Петровский",59.95985,30.26205,1
Верхний сад,Сады и парки,09.00-20.00,09.00-20.00,09.00-20.00,09.00-20.00,09.00-20.00,09.00-20.00,09.00-20.00,None,+7 (812) 450-52-87,"СПб, г. Петергоф, ул. Разводная, д. 2 (ГМЗ Петергоф)",59.88389100000001,29.905715,0
Парк Тихий отдых,Сады и парки,None,None,None,None,None,None,None,None,None,"СПб, Каменный остров",59.978016,30.291003000000003,1
Липовый сад,Сады и парки,6.00-22.00,6.00-22.00,6.00-22.00,6.00-22.00,6.00-22.00,6.00-22.00,6.00-22.00,None,+7 (812) 958-03-66,"Ленобласть, г. Гатчина, пр. Красноармейский, д. 1 (ГМЗ Гатчина)",59.563925,30.107998,0
Польский сад,Сады и парки,10.00-20.00,10.00-20.00,10.00-20.00,10.00-20.00,10.00-20.00,10.00-20.00,10.00-20.00,None,None,"СПб, наб. Фонтанки / пер. Державинский",59.917605,30.312661,0
Яблоневый сад,Сады и парки,None,None,None,None,None,None,None,None,None,"СПб, ул. Белградская / ул. Турку",59.868053,30.386071,1
Головинский сад,Сады и парки,None,None,None,None,None,None,None,None,None,"СПб, наб. Выборгская, д. 63",59.980898,30.320351,1
Сад Сан-Галли,Сады и парки,None,None,None,None,None,None,None,None,None,"СПб, пр. Лиговский, д. 62-64",59.92341,30.356634000000003,1
Сад Ивана Фомина,Сады и парки,None,None,None,None,None,None,None,None,None,"СПб, пр. Просвещения / ул. Есенина / ул. Ивана Фомина",60.049581,30.346555,1
Строгановский парк,Сады и парки,None,None,None,None,None,None,None,None,None,"СПб, наб. Ушаковская / наб. Чёрной речки",59.98641600000001,30.303058,1
Сад Веры Слуцкой,Сады и парки,None,None,None,None,None,None,None,None,None,"СПб, 15-я линия В.О., д. 52",59.942511,30.264673,1
Сад Смольного собора,Сады и парки,None,None,None,None,None,None,None,None,None,"СПб, наб. Смольная / ул. Смольного",59.950911,30.394749,1
